Timestep,molecue_count,C26+Mass,percentage,Mass_total
352000, 0, 0.0, 0.0, 12129.558
353000, 0, 0.0, 0.0, 12129.558
354000, 0, 0.0, 0.0, 12129.558
355000, 0, 0.0, 0.0, 12129.558
356000, 0, 0.0, 0.0, 12129.558
357000, 0, 0.0, 0.0, 12129.558
358000, 0, 0.0, 0.0, 12129.558
359000, 0, 0.0, 0.0, 12129.558
360000, 0, 0.0, 0.0, 12129.558
361000, 0, 0.0, 0.0, 12129.558
362000, 1, 452.544, 0.037309191315957266, 12129.558
363000, 1, 452.544, 0.037309191315957266, 12129.558
364000, 1, 452.544, 0.037309191315957266, 12129.558
365000, 1, 452.544, 0.037309191315957266, 12129.558
366000, 1, 452.544, 0.037309191315957266, 12129.558
367000, 1, 452.544, 0.037309191315957266, 12129.558
368000, 1, 452.544, 0.037309191315957266, 12129.558
369000, 1, 452.544, 0.037309191315957266, 12129.558
370000, 2, 905.088, 0.07461838263191453, 12129.558
371000, 1, 452.544, 0.037309191315957266, 12129.558
372000, 1, 452.544, 0.037309191315957266, 12129.558
373000, 1, 452.544, 0.037309191315957266, 12129.558
374000, 1, 452.544, 0.037309191315957266, 12129.558
375000, 1, 452.544, 0.037309191315957266, 12129.558
376000, 1, 452.544, 0.037309191315957266, 12129.558
377000, 1, 452.544, 0.037309191315957266, 12129.558
378000, 1, 452.544, 0.037309191315957266, 12129.558
379000, 2, 973.16196, 0.08023062010998257, 12129.558
380000, 1, 452.544, 0.037309191315957266, 12129.558
381000, 1, 452.544, 0.037309191315957266, 12129.558
382000, 1, 452.544, 0.037309191315957266, 12129.558
383000, 1, 452.544, 0.037309191315957266, 12129.558
384000, 1, 452.544, 0.037309191315957266, 12129.558
385000, 1, 452.544, 0.037309191315957266, 12129.558
386000, 1, 452.544, 0.037309191315957266, 12129.558
387000, 1, 452.544, 0.037309191315957266, 12129.558
388000, 1, 451.53606, 0.03722609348172456, 12129.558
389000, 1, 451.53606, 0.03722609348172456, 12129.558
390000, 2, 903.07212, 0.07445218696344912, 12129.558
391000, 2, 903.07212, 0.07445218696344912, 12129.558
392000, 2, 903.07212, 0.07445218696344912, 12129.558
393000, 2, 903.07212, 0.07445218696344912, 12129.558
394000, 2, 903.07212, 0.07445218696344912, 12129.558
395000, 2, 903.07212, 0.07445218696344912, 12129.558
396000, 2, 903.07212, 0.07445218696344912, 12129.558
397000, 2, 903.07212, 0.07445218696344912, 12129.558
398000, 2, 903.07212, 0.07445218696344912, 12129.558
399000, 2, 903.07212, 0.07445218696344912, 12129.558
400000, 2, 903.07212, 0.07445218696344912, 12129.558
401000, 2, 903.07212, 0.07445218696344912, 12129.558
402000, 2, 903.07212, 0.07445218696344912, 12129.558
403000, 2, 903.07212, 0.07445218696344912, 12129.558
404000, 2, 903.07212, 0.07445218696344912, 12129.558
405000, 2, 903.07212, 0.07445218696344912, 12129.558
406000, 2, 903.07212, 0.07445218696344912, 12129.558
407000, 2, 903.07212, 0.07445218696344912, 12129.558
408000, 2, 903.07212, 0.07445218696344912, 12129.558
409000, 1, 451.53606, 0.03722609348172456, 12129.558
410000, 1, 451.53606, 0.03722609348172456, 12129.558
411000, 1, 451.53606, 0.03722609348172456, 12129.558
412000, 1, 451.53606, 0.03722609348172456, 12129.558
413000, 1, 451.53606, 0.03722609348172456, 12129.558
414000, 1, 451.53606, 0.03722609348172456, 12129.558
415000, 1, 451.53606, 0.03722609348172456, 12129.558
416000, 1, 451.53606, 0.03722609348172456, 12129.558
417000, 1, 451.53606, 0.03722609348172456, 12129.558
418000, 1, 451.53606, 0.03722609348172456, 12129.558
419000, 1, 451.53606, 0.03722609348172456, 12129.558
420000, 1, 451.53606, 0.03722609348172456, 12129.558
421000, 1, 451.53606, 0.03722609348172456, 12129.558
422000, 1, 451.53606, 0.03722609348172456, 12129.558
423000, 1, 451.53606, 0.03722609348172456, 12129.558
424000, 1, 451.53606, 0.03722609348172456, 12129.558
425000, 1, 451.53606, 0.03722609348172456, 12129.558
426000, 1, 451.53606, 0.03722609348172456, 12129.558
427000, 1, 451.53606, 0.03722609348172456, 12129.558
428000, 1, 451.53606, 0.03722609348172456, 12129.558
429000, 1, 451.53606, 0.03722609348172456, 12129.558
430000, 1, 451.53606, 0.03722609348172456, 12129.558
431000, 1, 451.53606, 0.03722609348172456, 12129.558
432000, 1, 451.53606, 0.03722609348172456, 12129.558
433000, 1, 451.53606, 0.03722609348172456, 12129.558
434000, 1, 451.53606, 0.03722609348172456, 12129.558
435000, 1, 451.53606, 0.03722609348172456, 12129.558
436000, 1, 451.53606, 0.03722609348172456, 12129.558
437000, 1, 451.53606, 0.03722609348172456, 12129.558
438000, 1, 451.53606, 0.03722609348172456, 12129.558
439000, 1, 451.53606, 0.03722609348172456, 12129.558
440000, 1, 451.53606, 0.03722609348172456, 12129.558
441000, 1, 451.53606, 0.03722609348172456, 12129.558
442000, 1, 451.53606, 0.03722609348172456, 12129.558
443000, 1, 451.53606, 0.03722609348172456, 12129.558
444000, 1, 451.53606, 0.03722609348172456, 12129.558
445000, 1, 451.53606, 0.03722609348172456, 12129.558
446000, 1, 451.53606, 0.03722609348172456, 12129.558
447000, 1, 451.53606, 0.03722609348172456, 12129.558
448000, 1, 451.53606, 0.03722609348172456, 12129.558
449000, 1, 451.53606, 0.03722609348172456, 12129.558
450000, 1, 451.53606, 0.03722609348172456, 12129.558
451000, 1, 451.53606, 0.03722609348172456, 12129.558
452000, 1, 451.53606, 0.03722609348172456, 12129.558
453000, 1, 451.53606, 0.03722609348172456, 12129.558
454000, 1, 451.53606, 0.03722609348172456, 12129.558
455000, 1, 451.53606, 0.03722609348172456, 12129.558
456000, 2, 978.16014, 0.08064268623803109, 12129.558
457000, 2, 978.16014, 0.08064268623803109, 12129.558
458000, 2, 978.16014, 0.08064268623803109, 12129.558
459000, 2, 978.16014, 0.08064268623803109, 12129.558
460000, 2, 978.16014, 0.08064268623803109, 12129.558
461000, 2, 978.16014, 0.08064268623803109, 12129.558
462000, 2, 978.16014, 0.08064268623803109, 12129.558
463000, 2, 978.16014, 0.08064268623803109, 12129.558
464000, 2, 978.16014, 0.08064268623803109, 12129.558
465000, 1, 451.53606, 0.03722609348172456, 12129.558
466000, 2, 978.16014, 0.08064268623803109, 12129.558
467000, 2, 978.16014, 0.08064268623803109, 12129.558
468000, 2, 978.16014, 0.08064268623803109, 12129.558
469000, 1, 451.53606, 0.03722609348172456, 12129.558
470000, 1, 451.53606, 0.03722609348172456, 12129.558
471000, 1, 451.53606, 0.03722609348172456, 12129.558
472000, 1, 451.53606, 0.03722609348172456, 12129.558
473000, 1, 451.53606, 0.03722609348172456, 12129.558
474000, 1, 451.53606, 0.03722609348172456, 12129.558
475000, 1, 451.53606, 0.03722609348172456, 12129.558
476000, 1, 451.53606, 0.03722609348172456, 12129.558
477000, 1, 451.53606, 0.03722609348172456, 12129.558
478000, 1, 451.53606, 0.03722609348172456, 12129.558
479000, 1, 451.53606, 0.03722609348172456, 12129.558
480000, 1, 451.53606, 0.03722609348172456, 12129.558
481000, 1, 451.53606, 0.03722609348172456, 12129.558
482000, 1, 451.53606, 0.03722609348172456, 12129.558
483000, 1, 451.53606, 0.03722609348172456, 12129.558
484000, 2, 929.1094, 0.07659878455587582, 12129.558
485000, 2, 929.1094, 0.07659878455587582, 12129.558
486000, 1, 451.53606, 0.03722609348172456, 12129.558
487000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
488000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
489000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
490000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
491000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
492000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
493000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
494000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
495000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
496000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
497000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
498000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
499000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
500000, 3, 1404.66686, 0.11580527996156166, 12129.558
501000, 3, 1404.66686, 0.11580527996156166, 12129.558
502000, 3, 1404.66686, 0.11580527996156166, 12129.558
503000, 3, 1404.66686, 0.11580527996156166, 12129.558
504000, 2, 928.1014600000001, 0.07651568672164312, 12129.558
505000, 3, 1404.66686, 0.11580527996156166, 12129.558
506000, 3, 1404.66686, 0.11580527996156166, 12129.558
507000, 3, 1429.6962, 0.11786877971975565, 12129.558
508000, 3, 1429.6962, 0.11786877971975565, 12129.558
509000, 4, 1949.30622, 0.16070711067954824, 12129.558
510000, 5, 2424.86368, 0.1999136060852341, 12129.558
511000, 5, 2424.86368, 0.1999136060852341, 12129.558
512000, 4, 1905.25366, 0.1570752751254415, 12129.558
513000, 4, 1905.25366, 0.1570752751254415, 12129.558
514000, 4, 1905.25366, 0.1570752751254415, 12129.558
515000, 4, 1905.25366, 0.1570752751254415, 12129.558
516000, 4, 1905.25366, 0.1570752751254415, 12129.558
517000, 4, 1905.25366, 0.1570752751254415, 12129.558
518000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
519000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
520000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
521000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
522000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
523000, 4, 1878.20844, 0.1548455796987821, 12129.558
524000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
525000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
526000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
527000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
528000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
529000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
530000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
531000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
532000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
533000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
534000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
535000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
536000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
537000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
538000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
539000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
540000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
541000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
542000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
543000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
544000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
545000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
546000, 4, 1878.20844, 0.1548455796987821, 12129.558
547000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
548000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
549000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
550000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
551000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
552000, 4, 1878.20844, 0.1548455796987821, 12129.558
553000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
554000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
555000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
556000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
557000, 4, 1902.2298400000002, 0.1568259816227434, 12129.558
558000, 4, 1903.2377800000002, 0.1569090794569761, 12129.558
559000, 3, 1426.67238, 0.11761948621705753, 12129.558
560000, 3, 1903.23778, 0.15690907945697607, 12129.558
561000, 2, 1401.64304, 0.11555598645886353, 12129.558
562000, 3, 1903.23778, 0.15690907945697607, 12129.558
563000, 3, 1903.23778, 0.15690907945697607, 12129.558
564000, 3, 1704.011, 0.14048417922565684, 12129.558
565000, 3, 1928.26712, 0.15897257921517008, 12129.558
566000, 3, 1928.26712, 0.15897257921517008, 12129.558
567000, 3, 1928.26712, 0.15897257921517008, 12129.558
568000, 3, 1928.26712, 0.15897257921517008, 12129.558
569000, 3, 1928.26712, 0.15897257921517008, 12129.558
570000, 3, 1928.26712, 0.15897257921517008, 12129.558
571000, 3, 1928.26712, 0.15897257921517008, 12129.558
572000, 3, 1928.26712, 0.15897257921517008, 12129.558
573000, 3, 1928.26712, 0.15897257921517008, 12129.558
574000, 3, 1929.27506, 0.15905567704940277, 12129.558
575000, 3, 1929.27506, 0.15905567704940277, 12129.558
576000, 3, 1929.27506, 0.15905567704940277, 12129.558
577000, 3, 1904.2457200000001, 0.1569921772912088, 12129.558
578000, 3, 1929.27506, 0.15905567704940277, 12129.558
579000, 4, 2453.88326, 0.2023060741372439, 12129.558
580000, 4, 2453.88326, 0.2023060741372439, 12129.558
581000, 4, 2453.88326, 0.2023060741372439, 12129.558
582000, 4, 2453.88326, 0.2023060741372439, 12129.558
583000, 4, 2453.88326, 0.2023060741372439, 12129.558
584000, 4, 2453.88326, 0.2023060741372439, 12129.558
585000, 4, 2453.88326, 0.2023060741372439, 12129.558
586000, 4, 2428.85392, 0.2002425743790499, 12129.558
587000, 4, 2453.88326, 0.2023060741372439, 12129.558
588000, 4, 2453.88326, 0.2023060741372439, 12129.558
589000, 3, 1952.28852, 0.16095298113913137, 12129.558
590000, 3, 2014.3579, 0.16607018161749998, 12129.558
591000, 3, 2250.62472, 0.18554878256899382, 12129.558
592000, 3, 2250.62472, 0.18554878256899382, 12129.558
593000, 3, 2250.62472, 0.18554878256899382, 12129.558
594000, 3, 2250.62472, 0.18554878256899382, 12129.558
595000, 3, 2224.58744, 0.18340218497656713, 12129.558
596000, 3, 2250.62472, 0.18554878256899382, 12129.558
597000, 3, 2250.62472, 0.18554878256899382, 12129.558
598000, 3, 2250.62472, 0.18554878256899382, 12129.558
599000, 3, 2250.62472, 0.18554878256899382, 12129.558
600000, 3, 2250.62472, 0.18554878256899382, 12129.558
601000, 3, 2250.62472, 0.18554878256899382, 12129.558
602000, 3, 2250.62472, 0.18554878256899382, 12129.558
603000, 3, 2250.62472, 0.18554878256899382, 12129.558
604000, 3, 2251.63266, 0.18563188040322656, 12129.558
605000, 3, 1975.3019800000002, 0.16285028522885994, 12129.558
606000, 3, 2000.3313199999998, 0.16491378498705392, 12129.558
607000, 3, 2000.3313199999998, 0.16491378498705392, 12129.558
608000, 3, 2000.3313199999998, 0.16491378498705392, 12129.558
609000, 3, 2000.3313199999998, 0.16491378498705392, 12129.558
610000, 4, 2000.33132, 0.16491378498705392, 12129.558
611000, 3, 1975.3019800000002, 0.16285028522885994, 12129.558
612000, 3, 1975.3019800000002, 0.16285028522885994, 12129.558
613000, 3, 1975.3019800000002, 0.16285028522885994, 12129.558
614000, 3, 1975.3019800000002, 0.16285028522885994, 12129.558
615000, 3, 2226.60332, 0.18356838064503259, 12129.558
616000, 3, 2226.60332, 0.18356838064503259, 12129.558
617000, 3, 2226.60332, 0.18356838064503259, 12129.558
618000, 3, 2226.60332, 0.18356838064503259, 12129.558
619000, 3, 2226.60332, 0.18356838064503259, 12129.558
620000, 3, 2226.60332, 0.18356838064503259, 12129.558
621000, 3, 2225.59538, 0.18348528281079987, 12129.558
622000, 3, 2225.59538, 0.18348528281079987, 12129.558
623000, 4, 2726.18218, 0.22475527797467967, 12129.558
624000, 4, 2726.18218, 0.22475527797467967, 12129.558
625000, 4, 2726.18218, 0.22475527797467967, 12129.558
626000, 4, 2726.18218, 0.22475527797467967, 12129.558
627000, 4, 2726.18218, 0.22475527797467967, 12129.558
628000, 4, 2726.18218, 0.22475527797467967, 12129.558
629000, 4, 2726.18218, 0.22475527797467967, 12129.558
630000, 3, 2002.3472, 0.16507998065551932, 12129.558
631000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
632000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
633000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
634000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
635000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
636000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
637000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
638000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
639000, 4, 2502.9339999999997, 0.20634997581939915, 12129.558
640000, 5, 3021.53608, 0.24910520894495905, 12129.558
641000, 5, 3020.52814, 0.24902211111072634, 12129.558
642000, 4, 2501.92606, 0.20626687798516646, 12129.558
643000, 5, 3020.52814, 0.24902211111072634, 12129.558
644000, 5, 2996.50674, 0.24704170918676505, 12129.558
645000, 5, 2684.1439600000003, 0.22128951112645656, 12129.558
646000, 5, 3020.52814, 0.24902211111072634, 12129.558
647000, 5, 3020.52814, 0.24902211111072634, 12129.558
648000, 5, 3020.52814, 0.24902211111072634, 12129.558
649000, 5, 3019.5202, 0.24893901327649365, 12129.558
650000, 5, 3019.5202, 0.24893901327649365, 12129.558
651000, 5, 3019.5202, 0.24893901327649365, 12129.558
652000, 5, 3019.5202, 0.24893901327649365, 12129.558
653000, 5, 3019.5202, 0.24893901327649365, 12129.558
654000, 5, 3019.5202, 0.24893901327649365, 12129.558
655000, 5, 2683.13602, 0.22120641329222382, 12129.558
656000, 5, 3019.5202, 0.24893901327649365, 12129.558
657000, 5, 3019.5202, 0.24893901327649365, 12129.558
658000, 5, 3019.5202, 0.24893901327649365, 12129.558
659000, 5, 3019.5202, 0.24893901327649365, 12129.558
660000, 5, 3019.5202, 0.24893901327649365, 12129.558
661000, 5, 2733.1947, 0.2253334128086118, 12129.558
662000, 5, 2733.1947, 0.2253334128086118, 12129.558
663000, 5, 2733.1947, 0.2253334128086118, 12129.558
664000, 5, 2733.1947, 0.2253334128086118, 12129.558
665000, 5, 2733.1947, 0.2253334128086118, 12129.558
666000, 5, 2733.1947, 0.2253334128086118, 12129.558
667000, 5, 2733.1947, 0.2253334128086118, 12129.558
668000, 5, 2733.1947, 0.2253334128086118, 12129.558
669000, 5, 2733.1947, 0.2253334128086118, 12129.558
670000, 5, 2733.1947, 0.2253334128086118, 12129.558
671000, 5, 2733.1947, 0.2253334128086118, 12129.558
672000, 5, 2733.1947, 0.2253334128086118, 12129.558
673000, 5, 2733.1947, 0.2253334128086118, 12129.558
674000, 5, 2733.1947, 0.2253334128086118, 12129.558
675000, 4, 2233.61584, 0.18414651547896468, 12129.558
676000, 5, 2733.1947, 0.2253334128086118, 12129.558
677000, 5, 2733.1947, 0.2253334128086118, 12129.558
678000, 5, 2733.1947, 0.2253334128086118, 12129.558
679000, 4, 2233.61584, 0.18414651547896468, 12129.558
680000, 5, 2733.1947, 0.2253334128086118, 12129.558
681000, 5, 2733.1947, 0.2253334128086118, 12129.558
682000, 5, 2733.1947, 0.2253334128086118, 12129.558
683000, 5, 2733.1947, 0.2253334128086118, 12129.558
684000, 5, 2733.1947, 0.2253334128086118, 12129.558
685000, 5, 2733.1947, 0.2253334128086118, 12129.558
686000, 5, 2733.1947, 0.2253334128086118, 12129.558
687000, 6, 3182.71488, 0.26239331062187093, 12129.558
688000, 5, 2733.1947, 0.2253334128086118, 12129.558
689000, 6, 3182.71488, 0.26239331062187093, 12129.558
690000, 6, 3182.71488, 0.26239331062187093, 12129.558
691000, 6, 3182.71488, 0.26239331062187093, 12129.558
692000, 6, 3182.71488, 0.26239331062187093, 12129.558
693000, 6, 3182.71488, 0.26239331062187093, 12129.558
694000, 6, 3182.71488, 0.26239331062187093, 12129.558
695000, 6, 3182.71488, 0.26239331062187093, 12129.558
696000, 6, 3182.71488, 0.26239331062187093, 12129.558
697000, 6, 3182.71488, 0.26239331062187093, 12129.558
698000, 6, 3182.71488, 0.26239331062187093, 12129.558
699000, 5, 3182.71488, 0.26239331062187093, 12129.558
700000, 5, 3182.71488, 0.26239331062187093, 12129.558
701000, 5, 3182.71488, 0.26239331062187093, 12129.558
702000, 5, 3182.71488, 0.26239331062187093, 12129.558
703000, 5, 3182.71488, 0.26239331062187093, 12129.558
704000, 5, 2970.4694600000003, 0.24489511159433838, 12129.558
705000, 5, 3182.71488, 0.26239331062187093, 12129.558
706000, 5, 3181.70694, 0.2623102127876382, 12129.558
707000, 5, 3181.70694, 0.2623102127876382, 12129.558
708000, 5, 3181.70694, 0.2623102127876382, 12129.558
709000, 5, 3181.70694, 0.2623102127876382, 12129.558
710000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
711000, 5, 3206.73628, 0.26437371254583225, 12129.558
712000, 5, 3206.73628, 0.26437371254583225, 12129.558
713000, 4, 2680.1122, 0.2209571197895257, 12129.558
714000, 4, 2956.44288, 0.24373871496389232, 12129.558
715000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
716000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
717000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
718000, 3, 2252.5975399999998, 0.1857114282317624, 12129.558
719000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
720000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
721000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
722000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
723000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
724000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
725000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
726000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
727000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
728000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
729000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
730000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
731000, 4, 2722.1488799999997, 0.22442275967516703, 12129.558
732000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
733000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
734000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
735000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
736000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
737000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
738000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
739000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
740000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
741000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
742000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
743000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
744000, 4, 2478.86954, 0.20436602388974107, 12129.558
745000, 3, 2205.56268, 0.18183372221807256, 12129.558
746000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
747000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
748000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
749000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
750000, 4, 2705.1415399999996, 0.22302061954771965, 12129.558
751000, 5, 3135.6384999999996, 0.25851218156506606, 12129.558
752000, 5, 3152.6458399999997, 0.2599143216925134, 12129.558
753000, 5, 3152.6458399999997, 0.2599143216925134, 12129.558
754000, 5, 3152.6458399999997, 0.2599143216925134, 12129.558
755000, 5, 3152.6458399999997, 0.2599143216925134, 12129.558
756000, 5, 3152.6458399999997, 0.2599143216925134, 12129.558
757000, 5, 3150.62996, 0.259748126024048, 12129.558
758000, 5, 3150.62996, 0.259748126024048, 12129.558
759000, 6, 3688.2568, 0.3040718219081025, 12129.558
760000, 6, 3688.2568, 0.3040718219081025, 12129.558
761000, 5, 3239.74456, 0.267095021929076, 12129.558
762000, 6, 3688.2568, 0.3040718219081025, 12129.558
763000, 6, 3688.2568, 0.3040718219081025, 12129.558
764000, 6, 3688.2568, 0.3040718219081025, 12129.558
765000, 6, 3688.2568, 0.3040718219081025, 12129.558
766000, 6, 3688.2568, 0.3040718219081025, 12129.558
767000, 5, 3150.62996, 0.259748126024048, 12129.558
768000, 5, 3150.62996, 0.259748126024048, 12129.558
769000, 5, 3150.62996, 0.259748126024048, 12129.558
770000, 5, 3150.62996, 0.259748126024048, 12129.558
771000, 5, 3150.62996, 0.259748126024048, 12129.558
772000, 5, 3150.62996, 0.259748126024048, 12129.558
773000, 5, 3150.62996, 0.259748126024048, 12129.558
774000, 5, 3150.62996, 0.259748126024048, 12129.558
775000, 5, 3150.62996, 0.259748126024048, 12129.558
776000, 5, 3176.6672399999998, 0.2618947236164747, 12129.558
777000, 5, 3176.6672399999998, 0.2618947236164747, 12129.558
778000, 5, 3149.62202, 0.2596650281898153, 12129.558
779000, 6, 3627.1522999999997, 0.2990341692582697, 12129.558
780000, 6, 3627.1522999999997, 0.2990341692582697, 12129.558
781000, 6, 3627.1522999999997, 0.2990341692582697, 12129.558
782000, 6, 3627.1522999999997, 0.2990341692582697, 12129.558
783000, 7, 4117.74428, 0.33948015912863433, 12129.558
784000, 7, 4117.74428, 0.33948015912863433, 12129.558
785000, 6, 3640.214, 0.3001110180601799, 12129.558
786000, 6, 3640.214, 0.3001110180601799, 12129.558
